(FFA) venkateshtantravahi@Venkateshs-Air FF % python main.py
seed: 42
device: cpu
run:
  dir: logs
input:
  path: datasets
  batch_size: 256
model:
  peer_normalization: 0.03
  momentum: 0.9
  activation: t_distribution
  hidden_dim: 1000
  num_layers: 4
training:
  epochs: 200
  learning_rate: 0.001
  weight_decay: 0.003
  momentum: 0.9
  downstream_learning_rate: 0.01
  downstream_weight_decay: 0.003
  val_idx: -1
  final_test: true

FF_model(
  (model): ModuleList(
    (0): Linear(in_features=3072, out_features=1000, bias=True)
    (1-3): 3 x Linear(in_features=1000, out_features=1000, bias=True)
  )
  (ff_loss): BCEWithLogitsLoss()
  (linear_classifier): Sequential(
    (0): Linear(in_features=3000, out_features=10, bias=False)
  )
  (classification_loss): CrossEntropyLoss()
)

Files already downloaded and verified
Visualization saved to visualized_sample.png
Epoch 0         train           Time: 0:00:13.120140    Loss: 1974.4692         Peer Normalization: 35.1905     loss_layer_0: 490.2478  ff_accuracy_layer_0: 0.5000     loss_layer_1: 489.1088     ff_accuracy_layer_1: 0.5000     loss_layer_2: 479.1050  ff_accuracy_layer_2: 0.5000     loss_layer_3: 477.5350  ff_accuracy_layer_3: 0.5000     classification_loss: 37.4169       classification_accuracy: 0.1058
Epoch 29        train           Time: 0:00:06.034215    Loss: 127.6873  Peer Normalization: 5.7389      loss_layer_0: 81.8018   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.1935       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6976    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 41.1289       classification_accuracy: 0.1014
Epoch 30        train           Time: 0:00:06.077814    Loss: 128.5865  Peer Normalization: 5.6335      loss_layer_0: 81.2378   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.1770       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6974    ff_accuracy_layer_2: 0.5001     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.6119       classification_accuracy: 0.0997
Epoch 31        train           Time: 0:00:06.078674    Loss: 134.0767  Peer Normalization: 5.5453      loss_layer_0: 81.0266   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.1849       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6972    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 48.3082       classification_accuracy: 0.0987
Epoch 32        train           Time: 0:00:06.105731    Loss: 126.5181  Peer Normalization: 5.4309      loss_layer_0: 80.6624   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.2060       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6970    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 41.0963       classification_accuracy: 0.0997
Epoch 33        train           Time: 0:00:06.169960    Loss: 131.9312  Peer Normalization: 5.3200      loss_layer_0: 79.3342   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.1547       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6969    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 47.8923       classification_accuracy: 0.1026
Epoch 34        train           Time: 0:00:06.119089    Loss: 128.9989  Peer Normalization: 5.2457      loss_layer_0: 79.2824   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.1692       ff_accuracy_layer_1: 0.4999     loss_layer_2: 0.6968    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 44.9998       classification_accuracy: 0.1014
Epoch 35        train           Time: 0:00:06.111691    Loss: 126.3240  Peer Normalization: 5.1745      loss_layer_0: 78.2719   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.1261       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6967    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.3807       classification_accuracy: 0.0985
Epoch 36        train           Time: 0:00:06.154543    Loss: 128.0227  Peer Normalization: 5.0422      loss_layer_0: 78.5643   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.1814       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6966    ff_accuracy_layer_2: 0.5001     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 44.7357       classification_accuracy: 0.0995
Epoch 37        train           Time: 0:00:06.121518    Loss: 126.8833  Peer Normalization: 4.9682      loss_layer_0: 77.4604   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.1000       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6965    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 44.7839       classification_accuracy: 0.1011
Epoch 38        train           Time: 0:00:06.144012    Loss: 124.2705  Peer Normalization: 4.9049      loss_layer_0: 76.7969   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.0987       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6964    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.8379       classification_accuracy: 0.1011
Epoch 39        train           Time: 0:00:06.160303    Loss: 121.8479  Peer Normalization: 4.7959      loss_layer_0: 76.9027   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.1111       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6963    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 40.3005       classification_accuracy: 0.0978
Epoch 40        train           Time: 0:00:06.163508    Loss: 124.4655  Peer Normalization: 4.7241      loss_layer_0: 76.7974   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.0784       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6963    ff_accuracy_layer_2: 0.5001     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.0582       classification_accuracy: 0.1016
Epoch 41        train           Time: 0:00:06.151653    Loss: 123.8660  Peer Normalization: 4.6638      loss_layer_0: 76.0009   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.0923       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6962    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.2433       classification_accuracy: 0.0987
Epoch 42        train           Time: 0:00:06.150480    Loss: 124.1065  Peer Normalization: 4.5648      loss_layer_0: 75.5807   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.0598       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6962    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.9395       classification_accuracy: 0.1004
Epoch 43        train           Time: 0:00:06.283366    Loss: 121.9174  Peer Normalization: 4.5677      loss_layer_0: 74.9758   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.0691       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6961    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.3460       classification_accuracy: 0.1008
Epoch 44        train           Time: 0:00:06.168379    Loss: 123.2858  Peer Normalization: 4.4425      loss_layer_0: 74.9544   ff_accuracy_layer_0: 0.5002     loss_layer_1: 3.0906       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6960    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.7181       classification_accuracy: 0.0983
Epoch 45        train           Time: 0:00:06.314576    Loss: 117.0184  Peer Normalization: 4.3702      loss_layer_0: 74.7831   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.0688       ff_accuracy_layer_1: 0.5002     loss_layer_2: 0.6960    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 37.6460       classification_accuracy: 0.1001
Epoch 46        train           Time: 0:00:06.188149    Loss: 125.0157  Peer Normalization: 4.3693      loss_layer_0: 73.8777   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.0048       ff_accuracy_layer_1: 0.5002     loss_layer_2: 0.6959    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 46.6128       classification_accuracy: 0.1019
Epoch 47        train           Time: 0:00:06.178412    Loss: 124.8315  Peer Normalization: 4.2377      loss_layer_0: 73.6377   ff_accuracy_layer_0: 0.5001     loss_layer_1: 2.9976       ff_accuracy_layer_1: 0.5002     loss_layer_2: 0.6959    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 46.6798       classification_accuracy: 0.0993
Epoch 48        train           Time: 0:00:06.308098    Loss: 120.0874  Peer Normalization: 4.1911      loss_layer_0: 73.3865   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.0207       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6958    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.1652       classification_accuracy: 0.1015
Epoch 49        train           Time: 0:00:06.229492    Loss: 120.7633  Peer Normalization: 4.1551      loss_layer_0: 73.2638   ff_accuracy_layer_0: 0.5000     loss_layer_1: 3.0191       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6958    ff_accuracy_layer_2: 0.5001     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.9666       classification_accuracy: 0.1012
Epoch 50        train           Time: 0:00:06.226566    Loss: 123.2751  Peer Normalization: 4.1201      loss_layer_0: 72.8567   ff_accuracy_layer_0: 0.5001     loss_layer_1: 3.0058       ff_accuracy_layer_1: 0.4999     loss_layer_2: 0.6957    ff_accuracy_layer_2: 0.5001     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 45.8998       classification_accuracy: 0.0995
Epoch 51        train           Time: 0:00:06.186679    Loss: 126.0029  Peer Normalization: 3.9629      loss_layer_0: 73.0358   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.9853       ff_accuracy_layer_1: 0.4998     loss_layer_2: 0.6957    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 48.4738       classification_accuracy: 0.1017
Epoch 52        train           Time: 0:00:06.210945    Loss: 125.4400  Peer Normalization: 3.9810      loss_layer_0: 71.8526   ff_accuracy_layer_0: 0.5001     loss_layer_1: 2.9587       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6956    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 49.1202       classification_accuracy: 0.0995
Epoch 53        train           Time: 0:00:06.214464    Loss: 121.7689  Peer Normalization: 3.9404      loss_layer_0: 71.8136   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.9498       ff_accuracy_layer_1: 0.5002     loss_layer_2: 0.6956    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 45.4982       classification_accuracy: 0.0990
Epoch 54        train           Time: 0:00:06.237235    Loss: 115.9580  Peer Normalization: 3.8756      loss_layer_0: 71.6369   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.9399       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6955    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 39.8759       classification_accuracy: 0.0979
Epoch 55        train           Time: 0:00:06.256836    Loss: 119.0807  Peer Normalization: 3.8094      loss_layer_0: 71.2857   ff_accuracy_layer_0: 0.5001     loss_layer_1: 2.9214       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6955    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 43.3704       classification_accuracy: 0.1005
Epoch 56        train           Time: 0:00:06.308573    Loss: 113.7295  Peer Normalization: 3.8017      loss_layer_0: 70.9314   ff_accuracy_layer_0: 0.5001     loss_layer_1: 2.9205       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6955    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 38.3747       classification_accuracy: 0.1021
Epoch 57        train           Time: 0:00:06.238731    Loss: 121.1038  Peer Normalization: 3.7275      loss_layer_0: 70.9465   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.9275       ff_accuracy_layer_1: 0.5001     loss_layer_2: 0.6954    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 45.7292       classification_accuracy: 0.0987
Epoch 58        train           Time: 0:00:06.253002    Loss: 116.3201  Peer Normalization: 3.7230      loss_layer_0: 70.1059   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.8887       ff_accuracy_layer_1: 0.4999     loss_layer_2: 0.6954    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 41.8250       classification_accuracy: 0.1004
Epoch 59        train           Time: 0:00:06.276362    Loss: 120.8171  Peer Normalization: 3.6548      loss_layer_0: 69.9655   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.8964       ff_accuracy_layer_1: 0.4999     loss_layer_2: 0.6953    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 46.4568       classification_accuracy: 0.1003
Epoch 60        train           Time: 0:00:06.383029    Loss: 116.7289  Peer Normalization: 3.6065      loss_layer_0: 69.6615   ff_accuracy_layer_0: 0.5002     loss_layer_1: 2.8617       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6953    ff_accuracy_layer_2: 0.4999     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 42.7089       classification_accuracy: 0.0996
Epoch 61        train           Time: 0:00:06.465254    Loss: 113.5885  Peer Normalization: 3.5822      loss_layer_0: 69.3760   ff_accuracy_layer_0: 0.5000     loss_layer_1: 2.8454       ff_accuracy_layer_1: 0.5000     loss_layer_2: 0.6953    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 39.8710       classification_accuracy: 0.1033
Epoch 62        train           Time: 0:00:06.529943    Loss: 114.7312  Peer Normalization: 3.5344      loss_layer_0: 69.0168   ff_accuracy_layer_0: 0.5001     loss_layer_1: 2.8259       ff_accuracy_layer_1: 0.4999     loss_layer_2: 0.6952    ff_accuracy_layer_2: 0.5000     loss_layer_3: 0.6934    ff_accuracy_layer_3: 0.5000     classification_loss: 41.3938       classification_accuracy: 0.0969
